blk_no,Unnamed: 0,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
118,787,ALKAFF CRES,1,2019,N,N,N,N,N,Y,0,118 ALKAFF CRES,1.337314618,103.87388
118,788,ALJUNIED AVE 2,7,1986,N,Y,N,Y,Y,N,0,118 ALJUNIED AVE 2,1.320048977,103.8874066
118,794,BT MERAH VIEW,15,2001,Y,N,N,Y,N,N,130,118 BT MERAH VIEW,1.284056659,103.8210651
118,795,C'WEALTH CRES,2,1965,N,Y,N,Y,N,N,0,118 C'WEALTH CRES,1.306751329,103.8006934
118,796,CANBERRA CRES,1,2019,N,N,N,N,N,Y,0,118 CANBERRA CRES,1.444848568,103.8294681
118,798,CORPORATION DR,10,1971,Y,N,N,N,N,N,160,118 CORPORATION DR,1.33538116,103.7229066
118,801,JLN MEMBINA,1,2002,N,N,N,N,N,Y,0,118 JLN MEMBINA,1.28178928,103.8259896
118,804,PASIR RIS RD,2,1976,Y,N,N,N,N,N,1,118 PASIR RIS RD,1.38278151,103.9449934
118,808,RIVERVALE DR,5,1999,N,Y,Y,Y,N,N,0,118 RIVERVALE DR,1.385553097,103.9019607
118A,812,ALKAFF CRES,17,2019,Y,N,N,N,N,N,339,118A ALKAFF CRES,1.336490284,103.8737773
118A,813,BT MERAH VIEW,1,2001,N,N,N,N,N,Y,0,118A BT MERAH VIEW,1.284134284,103.8207762
118A,814,CORPORATION DR,1,2012,N,N,N,Y,N,N,0,118A CORPORATION DR,1.335580732,103.7233179
118A,815,CANBERRA CRES,11,2019,Y,N,N,N,N,N,76,118A CANBERRA CRES,1.444636989,103.8296349
118A,817,LOR 1 TOA PAYOH,1,1997,N,N,N,Y,N,N,0,118A LOR 1 TOA PAYOH,1.339651267,103.8454852
118A,818,TECK WHYE LANE,5,2001,N,N,N,N,Y,N,0,118A TECK WHYE LANE,1.379518487,103.7500028
118B,819,CANBERRA CRES,11,2019,Y,N,N,N,N,N,84,118B CANBERRA CRES,1.445028526,103.8294604
119,823,ALJUNIED AVE 2,2,1981,Y,Y,N,N,N,N,3,119 ALJUNIED AVE 2,1.31920343,103.8863355
119,830,BT MERAH CTRL,5,1989,N,N,N,N,Y,N,0,119 BT MERAH CTRL,1.282502362,103.816556
119,831,BT MERAH LANE 1,2,1978,Y,Y,N,N,N,N,3,119 BT MERAH LANE 1,1.285938935,103.8047158
119,832,CANBERRA CRES,1,2017,N,N,N,N,N,Y,0,119 CANBERRA CRES,1.446121399,103.8316537
119,833,EDGEFIELD PLAINS,4,2001,N,N,N,Y,Y,N,0,119 EDGEFIELD PLAINS,1.395453225,103.9065145
119,836,KIM TIAN RD,1,2001,N,N,N,N,N,Y,0,119 KIM TIAN RD,1.281811405,103.827763
119,843,RIVERVALE DR,1,1999,N,N,N,N,Y,N,0,119 RIVERVALE DR,1.384614061,103.9033378
119A,848,CANBERRA CRES,13,2016,Y,N,N,N,N,N,118,119A CANBERRA CRES,1.446047551,103.8311253
119A,849,KIM TIAN RD,4,2000,N,N,N,N,Y,N,0,119A KIM TIAN RD,1.281480865,103.8272901
119B,851,CANBERRA CRES,13,2016,Y,N,N,N,N,N,120,119B CANBERRA CRES,1.446370139,103.8315749
12,858,BEDOK STH AVE 2,12,1975,Y,N,N,Y,N,N,308,12 BEDOK STH AVE 2,1.321103101,103.9369002
12,860,DAKOTA CRES,2,1958,Y,Y,N,N,N,N,9,12 DAKOTA CRES,1.305775343,103.8847296
12,862,EUNOS CRES,14,1976,Y,N,N,Y,N,N,247,12 EUNOS CRES,1.322217699,103.9041516
12,864,HAIG RD,2,1977,Y,Y,N,N,N,N,3,12 HAIG RD,1.315608958,103.8960813
12,872,MERPATI RD,10,1961,Y,N,N,Y,N,N,119,12 MERPATI RD,1.327730869,103.8843617
12,881,YORK HILL,12,1969,Y,Y,N,N,N,N,198,12 YORK HILL,1.286904095,103.8381474
12A,882,BEDOK STH RD,1,2004,N,N,N,N,N,Y,0,12A BEDOK STH RD,1.320741212,103.9365598
12A,883,DOVER CL EAST,3,2005,N,N,N,N,Y,N,0,12A DOVER CL EAST,1.304780771,103.7851865
12A,884,MARINE TER,4,2004,N,N,N,N,Y,N,0,12A MARINE TER,1.304404768,103.9152954
12A,886,TAMAN HO SWEE,2,1996,N,N,N,N,N,Y,0,12A TAMAN HO SWEE,1.287710624,103.8331321
12D,889,MARSILING LANE,1,2012,N,N,N,N,N,Y,0,12D MARSILING LANE,1.441123529,103.7783762
120,896,BT MERAH LANE 1,1,2010,N,N,Y,N,N,N,0,120 BT MERAH LANE 1,1.286305943,103.8044926
120,897,CANBERRA CRES,7,2016,N,Y,N,Y,Y,N,0,120 CANBERRA CRES,1.445674529,103.8315081
120,898,EDGEDALE PLAINS,1,2016,N,N,N,N,N,Y,0,120 EDGEDALE PLAINS,1.394206545,103.9076158
120,908,PASIR RIS RD,2,1976,Y,N,N,N,N,N,1,120 PASIR RIS RD,1.3826714,103.9451722
120,911,RIVERVALE DR,1,1999,N,N,N,N,Y,N,0,120 RIVERVALE DR,1.385704994,103.9039776
120A,916,CANBERRA CRES,14,2016,Y,N,N,Y,N,N,130,120A CANBERRA CRES,1.446140803,103.8322362
120A,917,EDGEDALE PLAINS,17,2016,Y,N,N,N,N,N,144,120A EDGEDALE PLAINS,1.394512179,103.9079643
120A,918,HO CHING RD,1,2003,N,N,N,N,N,Y,0,120A HO CHING RD,1.335603234,103.7245347
120A,920,LOR 2 TOA PAYOH,5,1996,N,N,N,N,Y,N,0,120A LOR 2 TOA PAYOH,1.339832599,103.8458592
120B,922,CANBERRA CRES,14,2016,Y,N,N,N,N,N,130,120B CANBERRA CRES,1.446293771,103.8327038
120B,924,KIM TIAN PL,5,1998,N,N,N,N,Y,N,0,120B KIM TIAN PL,1.283451338,103.8274661
120C,926,CANBERRA CRES,15,2016,Y,N,N,N,N,N,112,120C CANBERRA CRES,1.447071436,103.8328023
120D,928,CANBERRA CRES,14,2016,Y,N,N,N,N,N,104,120D CANBERRA CRES,1.446767072,103.8322942
120D,929,RIVERVALE DR,1,1999,N,N,N,N,N,Y,0,120D RIVERVALE DR,1.38486777,103.903725
121,934,BT MERAH LANE 1,4,1978,Y,Y,N,N,N,N,16,121 BT MERAH LANE 1,1.286629498,103.8049201
121,936,BT MERAH VIEW,9,1972,Y,N,N,Y,N,N,224,121 BT MERAH VIEW,1.283084701,103.8228037
121,937,CANBERRA ST,1,2016,N,N,N,N,N,Y,0,121 CANBERRA ST,1.447453197,103.833923
121,938,EDGEDALE PLAINS,6,2015,N,N,N,Y,Y,N,0,121 EDGEDALE PLAINS,1.393682194,103.9082995
121,939,GEYLANG EAST CTRL,1,1982,N,Y,N,N,N,N,0,121 GEYLANG EAST CTRL,1.317930179,103.8853145
121A,954,CANBERRA ST,15,2016,Y,N,N,N,N,N,104,121A CANBERRA ST,1.447601866,103.8335178
121A,955,EDGEDALE PLAINS,17,2015,Y,N,N,N,N,N,446,121A EDGEDALE PLAINS,1.394002346,103.9086283
121A,958,YUAN CHING RD,4,2002,N,N,N,N,Y,N,0,121A YUAN CHING RD,1.336242117,103.7245628
121B,959,CANBERRA ST,15,2016,Y,N,N,N,N,N,90,121B CANBERRA ST,1.447886267,103.8340338
121C,962,CANBERRA ST,15,2016,Y,N,N,N,N,N,74,121C CANBERRA ST,1.447445395,103.8345031
121D,964,CANBERRA ST,15,2016,Y,N,N,N,N,N,104,121D CANBERRA ST,1.447037762,103.8339235
121E,966,SENGKANG EAST WAY,5,1999,N,N,N,N,Y,N,0,121E SENGKANG EAST WAY,1.386259789,103.9061081
121F,967,SENGKANG EAST WAY,1,1999,N,N,N,N,N,Y,0,121F SENGKANG EAST WAY,1.386760827,103.9056465
122,974,EDGEDALE PLAINS,1,2016,N,N,N,N,N,Y,0,122 EDGEDALE PLAINS,1.39378437,103.9091073
122F,998,RIVERVALE DR,5,1998,N,N,N,N,Y,N,0,122F RIVERVALE DR,1.38726074,103.9052333
123,999,ANG MO KIO AVE 6,12,1978,Y,N,N,Y,N,N,192,123 ANG MO KIO AVE 6,1.370510525,103.8446523
123,1004,BT MERAH LANE 1,4,1981,N,Y,N,N,N,N,0,123 BT MERAH LANE 1,1.286851319,103.804019
123,1005,BT MERAH VIEW,9,1972,Y,N,N,Y,N,N,320,123 BT MERAH VIEW,1.284132914,103.823203
123A,1021,LOR 1 TOA PAYOH,1,2003,N,N,N,N,N,Y,0,123A LOR 1 TOA PAYOH,1.338347354,103.8460319
124,1035,KIM TIAN PL,12,1969,Y,N,N,N,N,N,288,124 KIM TIAN PL,1.283925085,103.8282638
124D,1054,RIVERVALE DR,5,1997,N,N,N,N,Y,N,0,124D RIVERVALE DR,1.387554767,103.9027303
124E,1055,RIVERVALE DR,1,1998,N,N,N,N,N,Y,0,124E RIVERVALE DR,1.386998863,103.9025157
125,1057,ANG MO KIO AVE 6,11,1978,Y,N,N,Y,N,N,160,125 ANG MO KIO AVE 6,1.371496873,103.8447668
125,1062,BT MERAH LANE 1,4,1981,Y,Y,N,N,N,N,3,125 BT MERAH LANE 1,1.285933667,103.8029997
125,1064,EDGEDALE PLAINS,1,2001,N,N,N,N,N,Y,0,125 EDGEDALE PLAINS,1.393926881,103.9113702
125,1075,SIMEI ST 1,5,1989,N,N,N,N,Y,N,0,125 SIMEI ST 1,1.34611962,103.953935
125A,1078,BT MERAH VIEW,1,2001,N,N,N,N,N,Y,0,125A BT MERAH VIEW,1.284802501,103.8235267
125A,1079,KIM TIAN RD,5,1993,N,N,N,N,Y,N,0,125A KIM TIAN RD,1.283085736,103.8286582
125A,1080,LOR 2 TOA PAYOH,3,1990,N,Y,N,N,N,N,0,125A LOR 2 TOA PAYOH,1.337551247,103.8457528
126,1087,BT MERAH LANE 1,2,1978,N,Y,N,N,N,N,0,126 BT MERAH LANE 1,1.285128507,103.802995
126,1089,CANBERRA ST,7,2019,N,Y,N,N,Y,N,0,126 CANBERRA ST,1.446022627,103.8343721
126,1090,EDGEDALE PLAINS,5,2001,N,N,N,N,Y,N,0,126 EDGEDALE PLAINS,1.394272718,103.9109218
126,1093,KIM TIAN RD,5,2011,N,Y,N,Y,Y,N,0,126 KIM TIAN RD,1.282534669,103.82947
126A,1104,BT MERAH VIEW,6,1995,N,N,N,N,Y,N,0,126A BT MERAH VIEW,1.284606313,103.8232223
126A,1105,CANBERRA ST,15,2019,Y,N,N,Y,N,N,140,126A CANBERRA ST,1.445158804,103.8349813
126A,1108,RIVERVALE ST,5,1997,N,N,N,N,Y,N,0,126A RIVERVALE ST,1.389899215,103.9021892
126B,1109,CANBERRA ST,15,2019,Y,N,N,Y,N,N,140,126B CANBERRA ST,1.445602422,103.8351619
126B,1111,KIM TIAN RD,1,2012,N,N,N,N,N,Y,0,126B KIM TIAN RD,1.282654221,103.8297572
126C,1112,CANBERRA ST,15,2019,Y,N,N,Y,N,N,140,126C CANBERRA ST,1.446140612,103.8349646
126D,1115,CANBERRA ST,15,2019,Y,N,N,N,N,N,150,126D CANBERRA ST,1.446575027,103.8347925
127,1125,KIM TIAN RD,3,2011,N,Y,N,Y,Y,N,0,127 KIM TIAN RD,1.281861427,103.8292926
127,1126,LOR 1 TOA PAYOH,2,2004,N,N,Y,N,N,N,0,127 LOR 1 TOA PAYOH,1.338046253,103.8447339
127,1131,PUNGGOL FIELD WALK,1,2002,N,N,N,N,N,Y,0,127 PUNGGOL FIELD WALK,1.393304384,103.9121306
127B,1138,KIM TIAN RD,1,2012,N,N,N,N,N,Y,0,127B KIM TIAN RD,1.281855208,103.8299785
128,1147,CANBERRA ST,1,2017,N,N,N,N,N,Y,0,128 CANBERRA ST,1.444983095,103.8340134
128,1156,PUNGGOL FIELD WALK,5,2001,N,N,N,N,Y,N,0,128 PUNGGOL FIELD WALK,1.392932936,103.9125573
128A,1160,BT MERAH VIEW,1,2001,N,N,N,N,N,Y,0,128A BT MERAH VIEW,1.283290076,103.8236096
128A,1161,CANBERRA ST,13,2017,Y,N,N,N,N,N,120,128A CANBERRA ST,1.445721965,103.8332765
128A,1162,LOR 1 TOA PAYOH,4,2002,N,N,N,Y,Y,N,0,128A LOR 1 TOA PAYOH,1.338216538,103.8440641
128A,1164,RIVERVALE ST,1,1998,N,N,N,N,N,Y,0,128A RIVERVALE ST,1.390266086,103.9032546
128B,1165,CANBERRA ST,13,2017,Y,N,N,Y,N,N,204,128B CANBERRA ST,1.445148892,103.8339257
128C,1167,CANBERRA ST,13,2017,Y,N,N,N,N,N,120,128C CANBERRA ST,1.444662023,103.8339009
129,1176,CANBERRA ST,7,2016,N,N,N,N,Y,N,0,129 CANBERRA ST,1.444627016,103.8327288
129,1178,EDGEDALE PLAINS,1,2001,N,N,N,N,N,Y,0,129 EDGEDALE PLAINS,1.393162798,103.9103822
129A,1189,BT MERAH VIEW,5,2000,N,N,N,N,Y,N,0,129A BT MERAH VIEW,1.283503071,103.8233537
129A,1190,CANBERRA ST,13,2017,Y,N,N,Y,N,N,106,129A CANBERRA ST,1.44525782,103.8325597
129A,1191,CLARENCE LANE,5,1994,N,N,N,N,Y,N,0,129A CLARENCE LANE,1.292490722,103.8143054
129A,1192,KIM TIAN RD,1,2000,N,N,N,N,N,Y,0,129A KIM TIAN RD,1.280975979,103.8292622
129B,1193,CANBERRA ST,13,2017,Y,N,N,Y,N,N,204,129B CANBERRA ST,1.444870173,103.8329742
129C,1194,CANBERRA ST,13,2017,Y,N,N,N,N,N,106,129C CANBERRA ST,1.444201658,103.8331866
13,1195,BEDOK STH RD,14,1975,Y,N,N,Y,N,N,234,13 BEDOK STH RD,1.320405123,103.9367412
13,1201,HAIG RD,1,1977,N,Y,Y,N,N,N,0,13 HAIG RD,1.31514205,103.8956095
13,1208,MERPATI RD,10,1961,Y,N,N,N,N,N,120,13 MERPATI RD,1.327781271,103.8837441
13,1209,NTH BRIDGE RD,6,1974,N,Y,N,N,Y,N,0,13 NTH BRIDGE RD,1.304052288,103.8630279
13,1210,OLD AIRPORT RD,3,1958,Y,Y,N,Y,N,N,14,13 OLD AIRPORT RD,1.306972507,103.8835891
13,1216,YORK HILL,12,1969,Y,Y,N,N,N,N,182,13 YORK HILL,1.286544226,103.8382645
13A,1217,BEDOK STH RD,2,2004,N,N,N,N,Y,N,0,13A BEDOK STH RD,1.320470371,103.9362019
13A,1218,GHIM MOH RD,3,2004,N,N,N,N,Y,N,0,13A GHIM MOH RD,1.309494181,103.7887246
13A,1219,MARSILING LANE,4,2012,N,N,N,N,Y,N,0,13A MARSILING LANE,1.441634451,103.7787741
13A,1220,UPP BOON KENG RD,5,1997,N,N,N,N,Y,N,0,13A UPP BOON KENG RD,1.314813177,103.8708896
130,1228,CANBERRA CRES,1,2017,N,N,N,N,N,Y,0,130 CANBERRA CRES,1.444463744,103.8317763
130,1233,JURONG GATEWAY RD,4,1985,N,Y,N,N,N,N,0,130 JURONG GATEWAY RD,1.334724905,103.7393213
130,1235,LOR 1 TOA PAYOH,7,2017,N,N,N,N,Y,N,0,130 LOR 1 TOA PAYOH,1.337007933,103.8428502
130A,1243,ANG MO KIO ST 12,2,2000,N,N,N,N,Y,N,0,130A ANG MO KIO ST 12,1.370703307,103.8418983
130A,1244,CANBERRA CRES,13,2017,Y,N,N,N,N,N,180,130A CANBERRA CRES,1.444763822,103.8318655
130A,1245,LOR 1 TOA PAYOH,40,2017,Y,N,N,N,N,N,231,130A LOR 1 TOA PAYOH,1.337393842,103.8431836
130B,1246,ANG MO KIO ST 12,1,2002,N,N,N,N,N,Y,0,130B ANG MO KIO ST 12,1.370771342,103.841351
130B,1247,CANBERRA CRES,13,2017,Y,N,N,N,N,N,180,130B CANBERRA CRES,1.444386113,103.8320776
130B,1248,LOR 1 TOA PAYOH,40,2017,Y,N,N,N,N,N,234,130B LOR 1 TOA PAYOH,1.337377352,103.842656
130C,1249,LOR 1 TOA PAYOH,1,2017,N,N,N,N,N,Y,0,130C LOR 1 TOA PAYOH,1.337156144,103.8433303
131,1256,CANBERRA CRES,1,2020,N,N,N,N,N,Y,0,131 CANBERRA CRES,1.444060791,103.8310108
131,1259,EDGEDALE PLAINS,5,2001,N,N,N,N,Y,N,0,131 EDGEDALE PLAINS,1.393599214,103.9103808
131,1262,JURONG GATEWAY RD,4,1985,N,Y,N,N,N,N,0,131 JURONG GATEWAY RD,1.334736504,103.7400935
131,1263,LOR 1 TOA PAYOH,3,2017,N,Y,N,Y,N,N,0,131 LOR 1 TOA PAYOH,1.33796173,103.8432507
131A,1271,CANBERRA CRES,11,2019,Y,N,N,Y,N,N,112,131A CANBERRA CRES,1.443725975,103.8310298
131A,1272,KIM TIAN RD,5,2000,N,N,N,N,Y,N,0,131A KIM TIAN RD,1.280619738,103.8286539
131A,1273,LOR 1 TOA PAYOH,40,2017,Y,N,N,N,N,N,269,131A LOR 1 TOA PAYOH,1.338439874,103.8433901
131B,1274,CANBERRA CRES,11,2019,Y,N,N,N,N,N,80,131B CANBERRA CRES,1.444146584,103.8308576
131B,1276,LOR 1 TOA PAYOH,40,2017,Y,N,N,N,N,N,273,131B LOR 1 TOA PAYOH,1.338306908,103.8428428
131C,1277,CANBERRA CRES,11,2019,Y,N,N,N,N,N,79,131C CANBERRA CRES,1.443964565,103.8305753
131C,1279,LOR 1 TOA PAYOH,1,2017,N,N,N,N,N,Y,0,131C LOR 1 TOA PAYOH,1.337977793,103.8427058
132,1286,CANBERRA VIEW,2,2019,N,N,N,Y,Y,N,0,132 CANBERRA VIEW,1.443407773,103.8308074
132,1292,JURONG GATEWAY RD,4,1985,N,Y,N,N,Y,N,0,132 JURONG GATEWAY RD,1.334310178,103.7396366
132A,1300,ANG MO KIO ST 12,2,2002,N,N,N,N,Y,N,0,132A ANG MO KIO ST 12,1.371706809,103.8419615
132A,1301,CANBERRA CRES,12,2019,Y,N,N,Y,N,N,124,132A CANBERRA CRES,1.443454374,103.8312946
132B,1302,CANBERRA VIEW,12,2019,Y,N,N,N,N,N,110,132B CANBERRA VIEW,1.443120457,103.8316542
132C,1303,CANBERRA VIEW,12,2019,Y,N,N,N,N,N,95,132C CANBERRA VIEW,1.442673762,103.8309577
133,1310,CANBERRA VIEW,3,2020,N,Y,N,N,N,N,0,133 CANBERRA VIEW,1.443495445,103.8303454
133,1315,JURONG GATEWAY RD,4,1985,N,Y,N,N,N,N,0,133 JURONG GATEWAY RD,1.334159496,103.7393185
133A,1325,RIVERVALE ST,6,1997,N,N,N,N,Y,N,0,133A RIVERVALE ST,1.388449157,103.9041444
134,1334,JURONG GATEWAY RD,4,1988,N,Y,N,N,N,N,0,134 JURONG GATEWAY RD,1.333994138,103.7388192
134A,1344,JLN BT MERAH,6,1994,N,N,N,N,Y,N,0,134A JLN BT MERAH,1.279256199,103.8272093
135,1352,JURONG GATEWAY RD,6,1988,N,Y,N,N,N,N,0,135 JURONG GATEWAY RD,1.333851658,103.7398264
135A,1362,BISHAN ST 12,5,1987,N,N,N,N,Y,N,0,135A BISHAN ST 12,1.344919586,103.851518
135A,1363,PASIR RIS ST 11,4,1993,N,N,N,N,Y,N,0,135A PASIR RIS ST 11,1.36478642,103.9568757
135A,1364,RIVERVALE ST,1,1997,N,N,N,N,N,Y,0,135A RIVERVALE ST,1.388554578,103.905282
135A,1365,TECK WHYE LANE,5,1989,N,N,N,N,Y,N,0,135A TECK WHYE LANE,1.380297904,103.7519736
136,1370,EDGEDALE PLAINS,1,2001,N,N,N,N,N,Y,0,136 EDGEDALE PLAINS,1.39174363,103.9098125
136,1380,TAMPINES ST 11,2,1984,N,Y,N,N,N,N,0,136 TAMPINES ST 11,1.344676235,103.9452184
136A,1383,TAMPINES ST 11,6,2016,N,N,N,N,Y,N,0,136A TAMPINES ST 11,1.344962021,103.9456323
137,1388,EDGEDALE PLAINS,5,2001,N,N,N,N,Y,N,0,137 EDGEDALE PLAINS,1.3923882,103.9093911
137,1398,TAMPINES ST 11,1,2006,N,N,Y,N,N,N,0,137 TAMPINES ST 11,1.345373474,103.9446294
137A,1401,PASIR RIS ST 11,1,1993,N,N,N,N,N,Y,0,137A PASIR RIS ST 11,1.365009869,103.9569322
137A,1402,TAMPINES ST 11,1,1983,N,Y,N,N,N,N,0,137A TAMPINES ST 11,1.345998782,103.9444224
137B,1403,TAMPINES ST 11,1,1983,N,Y,N,N,N,N,0,137B TAMPINES ST 11,1.346026973,103.9444844
137C,1404,TAMPINES ST 11,1,1983,N,Y,N,N,N,N,0,137C TAMPINES ST 11,1.346016127,103.9448032
137D,1405,TAMPINES ST 11,1,1983,N,Y,N,N,N,N,0,137D TAMPINES ST 11,1.345983237,103.9448637
138,1412,LOR 1A TOA PAYOH,7,2012,N,N,N,Y,Y,N,0,138 LOR 1A TOA PAYOH,1.336692649,103.8447961
138,1422,TECK WHYE LANE,1,1989,N,Y,N,N,N,N,0,138 TECK WHYE LANE,1.38024085,103.7524358
138,1424,YUAN CHING RD,7,2014,N,Y,N,N,Y,N,0,138 YUAN CHING RD,1.327924997,103.7233964
139,1437,LOR 1A TOA PAYOH,1,2012,N,N,N,N,N,Y,0,139 LOR 1A TOA PAYOH,1.336234191,103.844343
139,1447,TECK WHYE LANE,1,1989,N,Y,N,N,N,N,0,139 TECK WHYE LANE,1.380226808,103.7525773
139,1449,YUAN CHING RD,1,2014,N,N,N,N,N,Y,0,139 YUAN CHING RD,1.328055097,103.7244655
14,1452,BEACH RD,2,1974,N,Y,N,N,N,N,0,14 BEACH RD,1.303663201,103.8630065
14,1456,FARRER PK RD,1,2002,N,N,N,N,N,Y,0,14 FARRER PK RD,1.311368319,103.8515574
14,1458,HAIG RD,1,2010,N,N,Y,N,N,N,0,14 HAIG RD,1.315425093,103.8954793
14,1464,MERPATI RD,10,1961,Y,N,N,N,N,N,120,14 MERPATI RD,1.327828974,103.8831144
14,1465,OLD AIRPORT RD,7,1958,Y,N,N,N,N,N,56,14 OLD AIRPORT RD,1.306838642,103.8845725
14A,1472,FARRER PK RD,5,2002,N,N,N,N,Y,N,0,14A FARRER PK RD,1.311662434,103.8520337
14A,1473,GHIM MOH RD,1,2006,N,N,N,N,N,Y,0,14A GHIM MOH RD,1.309265976,103.7892734
14A,1474,KG ARANG RD,5,2001,N,N,N,N,Y,N,0,14A KG ARANG RD,1.300343014,103.8836512
140,1483,CORPORATION DR,5,2018,N,Y,N,Y,Y,N,0,140 CORPORATION DR,1.326873824,103.7234212
140,1493,TECK WHYE LANE,2,1992,N,Y,N,N,N,N,0,140 TECK WHYE LANE,1.380030583,103.7531184
140A,1495,CORPORATION DR,19,2018,Y,N,N,N,N,N,131,140A CORPORATION DR,1.327355499,103.7231352
140B,1496,CORPORATION DR,17,2018,Y,N,N,N,N,N,186,140B CORPORATION DR,1.327279887,103.7235743
140C,1497,CORPORATION DR,17,2018,Y,N,N,Y,N,N,192,140C CORPORATION DR,1.327537385,103.7242876
140D,1498,CORPORATION DR,19,2018,Y,N,N,N,N,N,132,140D CORPORATION DR,1.327593203,103.7246315
141,1502,CORPORATION DR,1,2018,N,N,N,N,N,Y,0,141 CORPORATION DR,1.327531209,103.7234229
141A,1516,LOR 2 TOA PAYOH,6,1999,N,N,N,N,Y,N,0,141A LOR 2 TOA PAYOH,1.335225196,103.8456037
141A,1517,SERANGOON NTH AVE 1,5,1995,N,N,N,N,Y,N,0,141A SERANGOON NTH AVE 1,1.367859682,103.8744458
142A,1534,LOR 2 TOA PAYOH,1,1999,N,N,N,N,N,Y,0,142A LOR 2 TOA PAYOH,1.335648719,103.8446785
142A,1535,PASIR RIS ST 11,5,1993,N,N,N,N,Y,N,0,142A PASIR RIS ST 11,1.362873881,103.9597546
142A,1536,RIVERVALE DR,5,1998,N,N,N,N,Y,N,0,142A RIVERVALE DR,1.38979361,103.9053552
142B,1537,PASIR RIS ST 11,1,1993,N,N,N,N,N,Y,0,142B PASIR RIS ST 11,1.363916812,103.9585491
143,1552,TECK WHYE LANE,2,1988,N,Y,N,N,N,N,0,143 TECK WHYE LANE,1.380492242,103.7531027
143A,1554,RIVERVALE DR,1,1999,N,N,N,N,N,Y,0,143A RIVERVALE DR,1.390225008,103.9060202
144,1569,WOODLANDS ST 13,4,1985,Y,N,N,N,N,N,32,144 WOODLANDS ST 13,1.43607963,103.7726086
145,1585,TECK WHYE AVE,2,1988,N,Y,N,N,N,N,0,145 TECK WHYE AVE,1.381374615,103.7524688
145A,1588,BEDOK RESERVOIR RD,4,2017,N,N,N,N,Y,N,0,145A BEDOK RESERVOIR RD,1.333970681,103.9115854
146,1602,TECK WHYE AVE,1,1988,N,Y,N,N,N,N,0,146 TECK WHYE AVE,1.381116679,103.7525271
146A,1605,LOR 2 TOA PAYOH,5,2004,N,N,N,Y,Y,N,0,146A LOR 2 TOA PAYOH,1.334356971,103.8454042
146A,1606,PASIR RIS ST 11,1,1993,N,N,N,N,N,Y,0,146A PASIR RIS ST 11,1.363374046,103.960473
146A,1607,RIVERVALE CRES,5,1997,N,N,N,N,Y,N,0,146A RIVERVALE CRES,1.390866663,103.9059109
146A,1608,TECK WHYE AVE,5,2017,N,N,N,N,Y,N,0,146A TECK WHYE AVE,1.381066804,103.7531407
147,1616,POTONG PASIR AVE 1,2,1985,N,Y,N,N,N,N,0,147 POTONG PASIR AVE 1,1.331894345,103.8678537
147,1622,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,32,147 WOODLANDS ST 13,1.436084559,103.7747221
147A,1624,LOR 2 TOA PAYOH,1,2005,N,N,N,N,N,Y,0,147A LOR 2 TOA PAYOH,1.334661111,103.8453629
147B,1625,LOR 2 TOA PAYOH,1,2005,N,N,N,N,N,Y,0,147B LOR 2 TOA PAYOH,1.333984845,103.8451756
148,1630,LOR 1 TOA PAYOH,11,1971,Y,Y,N,N,N,N,180,148 LOR 1 TOA PAYOH,1.334684427,103.8436085
148A,1641,MEI LING ST,5,1993,N,N,N,N,Y,N,0,148A MEI LING ST,1.294582086,103.8038524
148A,1642,RIVERVALE CRES,1,1998,N,N,N,N,N,Y,0,148A RIVERVALE CRES,1.391051327,103.9053825
149,1646,LOR 1 TOA PAYOH,11,1971,Y,N,N,Y,N,N,180,149 LOR 1 TOA PAYOH,1.333784917,103.8437607
149,1651,SERANGOON NTH AVE 1,14,2017,Y,Y,N,N,N,N,150,149 SERANGOON NTH AVE 1,1.366776135,103.8735608
149A,1657,PASIR RIS ST 13,5,1993,N,N,N,N,Y,N,0,149A PASIR RIS ST 13,1.362389674,103.9627166
149A,1658,SERANGOON NTH AVE 1,5,2017,N,N,N,Y,Y,Y,0,149A SERANGOON NTH AVE 1,1.367004817,103.8732721
149B,1659,PASIR RIS ST 13,1,1993,N,N,N,N,N,Y,0,149B PASIR RIS ST 13,1.362038925,103.9622217
15,1667,LOR 7 TOA PAYOH,11,1969,Y,N,N,Y,N,N,258,15 LOR 7 TOA PAYOH,1.335921838,103.8590585
15A,1675,MARINE TER,1,2004,N,N,N,N,N,Y,0,15A MARINE TER,1.304619194,103.9140772
150,1680,CORPORATION DR,4,2018,N,N,N,N,Y,Y,0,150 CORPORATION DR,1.327242114,103.7223527
150,1682,LOR 1 TOA PAYOH,11,1971,Y,Y,N,N,N,N,180,150 LOR 1 TOA PAYOH,1.333785196,103.8445162
150,1687,SERANGOON NTH AVE 2,3,2001,N,N,N,N,Y,N,0,150 SERANGOON NTH AVE 2,1.369399506,103.8750148
150A,1694,CORPORATION DR,20,2018,Y,N,N,N,N,N,266,150A CORPORATION DR,1.326753463,103.7221612
150A,1695,MEI CHIN RD,2,1970,N,N,N,Y,N,N,0,150A MEI CHIN RD,1.295364329,103.8038201
151,1699,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,0,151 BT BATOK ST 11,1.348747035,103.7442115
